company,role,skills,branch,location,min_cgpa,apply_link,logo
Intel,Data Analyst Intern,"Deep Learning, SQL, Linux, Statistics",Mechanical,Pune,8.59,https://careers.intel.com/apply/363,https://logo.clearbit.com/intel.com
IBM,Frontend Developer Intern,"Data Structures, NLP, C++",ECE,Bangalore,6.72,https://careers.ibm.com/apply/364,https://logo.clearbit.com/ibm.com
Microsoft,Graduate Engineer Trainee,"SQL, Python, Linux",CSE,Bangalore,8.56,https://careers.microsoft.com/apply/365,https://logo.clearbit.com/microsoft.com
IBM,AI Research Intern,"Machine Learning, Python, Data Structures",ECE,Delhi,7.0,https://careers.ibm.com/apply/366,https://logo.clearbit.com/ibm.com
Microsoft,Software Developer,"Linux, Data Structures, SQL, Node.js",ECE,Pune,8.71,https://careers.microsoft.com/apply/367,https://logo.clearbit.com/microsoft.com
Capgemini,System Engineer,"Algorithms, Cloud, Python",Mechanical,Delhi,7.52,https://careers.capgemini.com/apply/368,https://logo.clearbit.com/capgemini.com
Accenture,Software Engineer Intern,"SQL, Networking, C++",ECE,Remote,8.69,https://careers.accenture.com/apply/369,https://logo.clearbit.com/accenture.com
Accenture,Data Scientist Intern,"Java, Node.js, React",CSE,Bangalore,7.36,https://careers.accenture.com/apply/370,https://logo.clearbit.com/accenture.com
Amazon,Software Developer,"NLP, Deep Learning, Linux",IT,Bangalore,6.21,https://careers.amazon.com/apply/371,https://logo.clearbit.com/amazon.com
Deloitte,Software Developer,"Java, Node.js, SQL, Python",ECE,Bangalore,6.58,https://careers.deloitte.com/apply/372,https://logo.clearbit.com/deloitte.com
Uber,Frontend Developer Intern,"Machine Learning, Node.js, Linux",CSE,Remote,8.79,https://careers.uber.com/apply/373,https://logo.clearbit.com/uber.com
Paytm,Software Developer,"Docker, Statistics",ECE,Remote,7.59,https://careers.paytm.com/apply/374,https://logo.clearbit.com/paytm.com
TCS,Software Developer,"NLP, Data Structures, SQL",ECE,Chennai,6.36,https://careers.tcs.com/apply/375,https://logo.clearbit.com/tcs.com
TCS,Frontend Developer Intern,"SQL, Python, Java, Deep Learning",ECE,Hyderabad,7.67,https://careers.tcs.com/apply/376,https://logo.clearbit.com/tcs.com
Capgemini,Data Analyst Intern,"React, Python",IT,Chennai,7.67,https://careers.capgemini.com/apply/377,https://logo.clearbit.com/capgemini.com
Infosys,System Engineer,"Java, Networking, Cloud",ECE,Chennai,8.56,https://careers.infosys.com/apply/378,https://logo.clearbit.com/infosys.com
Accenture,AI Research Intern,"Machine Learning, NLP",Mechanical,Hyderabad,6.29,https://careers.accenture.com/apply/379,https://logo.clearbit.com/accenture.com
Uber,System Engineer,"Deep Learning, C++",IT,Remote,8.29,https://careers.uber.com/apply/380,https://logo.clearbit.com/uber.com
Paytm,AI Research Intern,"Data Structures, Java, Algorithms, Deep Learning",IT,Pune,6.92,https://careers.paytm.com/apply/381,https://logo.clearbit.com/paytm.com
TCS,Software Engineer Intern,"Algorithms, C++, Machine Learning, NLP",IT,Remote,7.54,https://careers.tcs.com/apply/382,https://logo.clearbit.com/tcs.com
Cisco,Data Analyst Intern,"SQL, Statistics, C++, Node.js",CSE,Pune,7.01,https://careers.cisco.com/apply/383,https://logo.clearbit.com/cisco.com
Adobe,AI Research Intern,"C++, Networking",CSE,Remote,8.62,https://careers.adobe.com/apply/384,https://logo.clearbit.com/adobe.com
Wipro,ML Engineer Intern,"Node.js, Networking, React",IT,Remote,7.33,https://careers.wipro.com/apply/385,https://logo.clearbit.com/wipro.com
Accenture,Software Developer,"Node.js, Algorithms, Docker, Linux",ECE,Bangalore,8.41,https://careers.accenture.com/apply/386,https://logo.clearbit.com/accenture.com
Infosys,Software Engineer Intern,"Cloud, Python, C++",Mechanical,Hyderabad,6.44,https://careers.infosys.com/apply/387,https://logo.clearbit.com/infosys.com
Oracle,Backend Developer Intern,"Cloud, Statistics, Java",ECE,Bangalore,6.0,https://careers.oracle.com/apply/388,https://logo.clearbit.com/oracle.com
Uber,ML Engineer Intern,"NLP, Machine Learning, Algorithms, Cloud",ECE,Hyderabad,7.82,https://careers.uber.com/apply/389,https://logo.clearbit.com/uber.com
Wipro,Graduate Engineer Trainee,"SQL, Cloud, NLP",CSE,Pune,8.59,https://careers.wipro.com/apply/390,https://logo.clearbit.com/wipro.com
Intel,Data Analyst Intern,"Docker, Cloud",Mechanical,Mumbai,8.1,https://careers.intel.com/apply/391,https://logo.clearbit.com/intel.com
Microsoft,Software Engineer Intern,"Java, Docker, Machine Learning, Data Structures",Mechanical,Delhi,8.24,https://careers.microsoft.com/apply/392,https://logo.clearbit.com/microsoft.com
Paytm,System Engineer,"Data Structures, SQL, NLP",CSE,Hyderabad,8.44,https://careers.paytm.com/apply/393,https://logo.clearbit.com/paytm.com
Cisco,Data Analyst Intern,"Deep Learning, Networking, Node.js",Mechanical,Hyderabad,6.02,https://careers.cisco.com/apply/394,https://logo.clearbit.com/cisco.com
Capgemini,Software Developer,"Networking, Statistics",Mechanical,Chennai,8.52,https://careers.capgemini.com/apply/395,https://logo.clearbit.com/capgemini.com
Uber,System Engineer,"Java, Deep Learning, C++, Networking",Mechanical,Bangalore,8.6,https://careers.uber.com/apply/396,https://logo.clearbit.com/uber.com
Google,Data Scientist Intern,"Algorithms, Java, SQL",ECE,Pune,7.89,https://careers.google.com/apply/397,https://logo.clearbit.com/google.com
Adobe,Graduate Engineer Trainee,"Machine Learning, Linux",IT,Pune,6.76,https://careers.adobe.com/apply/398,https://logo.clearbit.com/adobe.com
Flipkart,Data Analyst Intern,"Cloud, Python, C++",Mechanical,Delhi,7.48,https://careers.flipkart.com/apply/399,https://logo.clearbit.com/flipkart.com
Microsoft,Software Developer,"Deep Learning, Statistics, Cloud",IT,Hyderabad,8.43,https://careers.microsoft.com/apply/400,https://logo.clearbit.com/microsoft.com
Wipro,Backend Developer Intern,"Cloud, Docker",ECE,Mumbai,6.65,https://careers.wipro.com/apply/401,https://logo.clearbit.com/wipro.com
Oracle,ML Engineer Intern,"Machine Learning, Node.js, Algorithms, SQL",ECE,Remote,7.44,https://careers.oracle.com/apply/402,https://logo.clearbit.com/oracle.com
Adobe,Software Developer,"Data Structures, Node.js, Cloud",CSE,Bangalore,6.68,https://careers.adobe.com/apply/403,https://logo.clearbit.com/adobe.com
Google,System Engineer,"Data Structures, Docker",Mechanical,Delhi,8.92,https://careers.google.com/apply/404,https://logo.clearbit.com/google.com
Intel,Software Developer,"Node.js, Cloud, Java",CSE,Mumbai,6.31,https://careers.intel.com/apply/405,https://logo.clearbit.com/intel.com
Wipro,System Engineer,"React, Deep Learning",IT,Remote,6.15,https://careers.wipro.com/apply/406,https://logo.clearbit.com/wipro.com
Wipro,System Engineer,"Cloud, SQL",IT,Delhi,7.71,https://careers.wipro.com/apply/407,https://logo.clearbit.com/wipro.com
Zomato,Frontend Developer Intern,"Statistics, React",CSE,Hyderabad,8.46,https://careers.zomato.com/apply/408,https://logo.clearbit.com/zomato.com
Nvidia,System Engineer,"Data Structures, React, NLP",IT,Mumbai,6.28,https://careers.nvidia.com/apply/409,https://logo.clearbit.com/nvidia.com
Zomato,AI Research Intern,"NLP, React, Data Structures, Python",CSE,Mumbai,7.43,https://careers.zomato.com/apply/410,https://logo.clearbit.com/zomato.com
Accenture,Frontend Developer Intern,"Cloud, Algorithms",ECE,Remote,8.89,https://careers.accenture.com/apply/411,https://logo.clearbit.com/accenture.com
Capgemini,ML Engineer Intern,"Java, Statistics, C++",Mechanical,Bangalore,8.46,https://careers.capgemini.com/apply/412,https://logo.clearbit.com/capgemini.com
Google,ML Engineer Intern,"SQL, Linux, Algorithms",ECE,Bangalore,7.32,https://careers.google.com/apply/413,https://logo.clearbit.com/google.com
Wipro,ML Engineer Intern,"Machine Learning, Java, React",ECE,Remote,8.06,https://careers.wipro.com/apply/414,https://logo.clearbit.com/wipro.com
Nvidia,Backend Developer Intern,"Data Structures, Networking, Node.js",IT,Remote,8.9,https://careers.nvidia.com/apply/415,https://logo.clearbit.com/nvidia.com
TCS,Frontend Developer Intern,"Networking, Cloud, Data Structures",ECE,Mumbai,8.74,https://careers.tcs.com/apply/416,https://logo.clearbit.com/tcs.com
Microsoft,Software Developer,"Java, Machine Learning, React",ECE,Chennai,6.81,https://careers.microsoft.com/apply/417,https://logo.clearbit.com/microsoft.com
Zomato,Graduate Engineer Trainee,"Java, React",ECE,Delhi,7.78,https://careers.zomato.com/apply/418,https://logo.clearbit.com/zomato.com
Adobe,Data Analyst Intern,"Cloud, Deep Learning, Data Structures",ECE,Bangalore,8.95,https://careers.adobe.com/apply/419,https://logo.clearbit.com/adobe.com
Adobe,ML Engineer Intern,"Machine Learning, NLP, Java",ECE,Delhi,6.41,https://careers.adobe.com/apply/420,https://logo.clearbit.com/adobe.com
Wipro,Backend Developer Intern,"SQL, Machine Learning, Algorithms",Mechanical,Pune,7.75,https://careers.wipro.com/apply/421,https://logo.clearbit.com/wipro.com
Infosys,Backend Developer Intern,"Statistics, Cloud, Machine Learning, C++",ECE,Bangalore,6.84,https://careers.infosys.com/apply/422,https://logo.clearbit.com/infosys.com
Amazon,Software Engineer Intern,"Machine Learning, React, C++, Python",ECE,Mumbai,6.81,https://careers.amazon.com/apply/423,https://logo.clearbit.com/amazon.com
Infosys,Data Analyst Intern,"Cloud, SQL",Mechanical,Chennai,6.42,https://careers.infosys.com/apply/424,https://logo.clearbit.com/infosys.com
Zomato,Software Developer,"React, Machine Learning",IT,Chennai,8.51,https://careers.zomato.com/apply/425,https://logo.clearbit.com/zomato.com
Flipkart,ML Engineer Intern,"SQL, Deep Learning, React",ECE,Bangalore,7.71,https://careers.flipkart.com/apply/426,https://logo.clearbit.com/flipkart.com
Capgemini,Software Developer,"Node.js, Networking, React, Java",Mechanical,Hyderabad,8.34,https://careers.capgemini.com/apply/427,https://logo.clearbit.com/capgemini.com
Capgemini,Graduate Engineer Trainee,"Node.js, Networking, Algorithms",ECE,Pune,6.94,https://careers.capgemini.com/apply/428,https://logo.clearbit.com/capgemini.com
Nvidia,AI Research Intern,"Java, SQL, Node.js",CSE,Remote,7.58,https://careers.nvidia.com/apply/429,https://logo.clearbit.com/nvidia.com
IBM,System Engineer,"C++, Java, React, Algorithms",ECE,Pune,8.08,https://careers.ibm.com/apply/430,https://logo.clearbit.com/ibm.com
Infosys,ML Engineer Intern,"Cloud, Statistics",ECE,Mumbai,8.85,https://careers.infosys.com/apply/431,https://logo.clearbit.com/infosys.com
Accenture,Software Developer,"React, Networking, Docker",IT,Bangalore,7.29,https://careers.accenture.com/apply/432,https://logo.clearbit.com/accenture.com
Oracle,System Engineer,"Cloud, Data Structures, React, NLP",IT,Remote,8.58,https://careers.oracle.com/apply/433,https://logo.clearbit.com/oracle.com
Deloitte,ML Engineer Intern,"Statistics, Cloud, Data Structures, React",Mechanical,Delhi,7.4,https://careers.deloitte.com/apply/434,https://logo.clearbit.com/deloitte.com
Deloitte,Frontend Developer Intern,"Java, Algorithms, Networking, Data Structures",CSE,Remote,8.95,https://careers.deloitte.com/apply/435,https://logo.clearbit.com/deloitte.com
Deloitte,Software Engineer Intern,"Data Structures, Statistics, NLP",IT,Delhi,6.49,https://careers.deloitte.com/apply/436,https://logo.clearbit.com/deloitte.com
Wipro,System Engineer,"Python, Networking, NLP, Statistics",IT,Bangalore,7.47,https://careers.wipro.com/apply/437,https://logo.clearbit.com/wipro.com
Cisco,Graduate Engineer Trainee,"Python, NLP",CSE,Delhi,8.54,https://careers.cisco.com/apply/438,https://logo.clearbit.com/cisco.com
Accenture,AI Research Intern,"Data Structures, Node.js, Java, C++",ECE,Delhi,7.03,https://careers.accenture.com/apply/439,https://logo.clearbit.com/accenture.com
Uber,System Engineer,"Statistics, Networking, Node.js, SQL",CSE,Hyderabad,6.27,https://careers.uber.com/apply/440,https://logo.clearbit.com/uber.com
Zomato,ML Engineer Intern,"Node.js, Algorithms, Deep Learning, NLP",CSE,Chennai,8.48,https://careers.zomato.com/apply/441,https://logo.clearbit.com/zomato.com
Nvidia,Data Scientist Intern,"Statistics, SQL, Machine Learning, Cloud",CSE,Pune,7.04,https://careers.nvidia.com/apply/442,https://logo.clearbit.com/nvidia.com
Amazon,Frontend Developer Intern,"Linux, Data Structures",Mechanical,Bangalore,7.75,https://careers.amazon.com/apply/443,https://logo.clearbit.com/amazon.com
Deloitte,Software Engineer Intern,"Algorithms, Deep Learning, NLP",Mechanical,Delhi,7.58,https://careers.deloitte.com/apply/444,https://logo.clearbit.com/deloitte.com
Flipkart,Graduate Engineer Trainee,"Python, Deep Learning, Data Structures, Cloud",IT,Chennai,7.38,https://careers.flipkart.com/apply/445,https://logo.clearbit.com/flipkart.com
Paytm,Data Scientist Intern,"Python, Node.js, Machine Learning",ECE,Hyderabad,8.85,https://careers.paytm.com/apply/446,https://logo.clearbit.com/paytm.com
IBM,Graduate Engineer Trainee,"NLP, SQL, C++, Deep Learning",IT,Chennai,7.9,https://careers.ibm.com/apply/447,https://logo.clearbit.com/ibm.com
Microsoft,System Engineer,"C++, Cloud, Data Structures, Python",IT,Pune,6.16,https://careers.microsoft.com/apply/448,https://logo.clearbit.com/microsoft.com
Zomato,Frontend Developer Intern,"Cloud, Deep Learning, Java, NLP",Mechanical,Bangalore,8.85,https://careers.zomato.com/apply/449,https://logo.clearbit.com/zomato.com
Accenture,System Engineer,"Java, Python, Deep Learning, Statistics",ECE,Delhi,6.23,https://careers.accenture.com/apply/450,https://logo.clearbit.com/accenture.com
Oracle,ML Engineer Intern,"React, Networking, Data Structures",ECE,Mumbai,8.88,https://careers.oracle.com/apply/451,https://logo.clearbit.com/oracle.com
Flipkart,System Engineer,"Data Structures, Networking",Mechanical,Pune,6.23,https://careers.flipkart.com/apply/452,https://logo.clearbit.com/flipkart.com
Samsung,ML Engineer Intern,"Machine Learning, Docker, NLP, Node.js",CSE,Hyderabad,8.11,https://careers.samsung.com/apply/453,https://logo.clearbit.com/samsung.com
Cisco,ML Engineer Intern,"Machine Learning, Java, NLP, SQL",Mechanical,Remote,6.95,https://careers.cisco.com/apply/454,https://logo.clearbit.com/cisco.com
TCS,AI Research Intern,"Algorithms, Deep Learning",IT,Delhi,6.82,https://careers.tcs.com/apply/455,https://logo.clearbit.com/tcs.com
Uber,ML Engineer Intern,"Java, Machine Learning",IT,Remote,8.23,https://careers.uber.com/apply/456,https://logo.clearbit.com/uber.com
Oracle,Data Analyst Intern,"Linux, Statistics, Data Structures, Deep Learning",Mechanical,Chennai,7.04,https://careers.oracle.com/apply/457,https://logo.clearbit.com/oracle.com
Nvidia,Data Analyst Intern,"Data Structures, SQL, C++",ECE,Bangalore,7.05,https://careers.nvidia.com/apply/458,https://logo.clearbit.com/nvidia.com
Nvidia,System Engineer,"Python, Statistics, Docker, Linux",Mechanical,Mumbai,7.98,https://careers.nvidia.com/apply/459,https://logo.clearbit.com/nvidia.com
Accenture,Frontend Developer Intern,"Deep Learning, Networking, Algorithms",CSE,Remote,6.53,https://careers.accenture.com/apply/460,https://logo.clearbit.com/accenture.com
Adobe,Graduate Engineer Trainee,"Node.js, Algorithms",ECE,Pune,6.03,https://careers.adobe.com/apply/461,https://logo.clearbit.com/adobe.com
Oracle,System Engineer,"Node.js, Java, Data Structures, C++",IT,Pune,6.38,https://careers.oracle.com/apply/462,https://logo.clearbit.com/oracle.com
Nvidia,Data Scientist Intern,"Data Structures, Linux, Algorithms, Docker",Mechanical,Bangalore,7.12,https://careers.nvidia.com/apply/463,https://logo.clearbit.com/nvidia.com
Accenture,Data Analyst Intern,"Machine Learning, Deep Learning, Linux, Data Structures",CSE,Remote,7.79,https://careers.accenture.com/apply/464,https://logo.clearbit.com/accenture.com
Flipkart,Data Analyst Intern,"NLP, Networking",IT,Remote,8.11,https://careers.flipkart.com/apply/465,https://logo.clearbit.com/flipkart.com
Uber,Backend Developer Intern,"Deep Learning, React, Data Structures",CSE,Chennai,7.44,https://careers.uber.com/apply/466,https://logo.clearbit.com/uber.com
Google,Software Engineer Intern,"Deep Learning, Linux, Cloud",Mechanical,Chennai,6.88,https://careers.google.com/apply/467,https://logo.clearbit.com/google.com
Cisco,Graduate Engineer Trainee,"Cloud, Linux",Mechanical,Mumbai,9.0,https://careers.cisco.com/apply/468,https://logo.clearbit.com/cisco.com
Zomato,Software Developer,"Statistics, React, Java, Algorithms",CSE,Chennai,7.3,https://careers.zomato.com/apply/469,https://logo.clearbit.com/zomato.com
Oracle,Backend Developer Intern,"Algorithms, Java, C++",IT,Hyderabad,7.46,https://careers.oracle.com/apply/470,https://logo.clearbit.com/oracle.com
Samsung,Software Engineer Intern,"Algorithms, Linux, SQL",Mechanical,Delhi,7.33,https://careers.samsung.com/apply/471,https://logo.clearbit.com/samsung.com
Cisco,ML Engineer Intern,"Statistics, Python, Docker, Linux",IT,Bangalore,6.9,https://careers.cisco.com/apply/472,https://logo.clearbit.com/cisco.com
IBM,Data Scientist Intern,"Statistics, Java, NLP",ECE,Delhi,7.1,https://careers.ibm.com/apply/473,https://logo.clearbit.com/ibm.com
Adobe,Data Scientist Intern,"Cloud, C++",Mechanical,Hyderabad,6.89,https://careers.adobe.com/apply/474,https://logo.clearbit.com/adobe.com
Capgemini,AI Research Intern,"Data Structures, NLP, Cloud, Linux",Mechanical,Hyderabad,6.64,https://careers.capgemini.com/apply/475,https://logo.clearbit.com/capgemini.com
TCS,Data Scientist Intern,"Node.js, Data Structures, Docker, Python",ECE,Chennai,7.86,https://careers.tcs.com/apply/476,https://logo.clearbit.com/tcs.com
Intel,Data Analyst Intern,"Cloud, Java, Node.js, NLP",Mechanical,Chennai,8.77,https://careers.intel.com/apply/477,https://logo.clearbit.com/intel.com
Paytm,Data Analyst Intern,"Java, Python, Node.js",CSE,Bangalore,7.59,https://careers.paytm.com/apply/478,https://logo.clearbit.com/paytm.com
Nvidia,Software Developer,"Python, React, Algorithms",Mechanical,Bangalore,6.0,https://careers.nvidia.com/apply/479,https://logo.clearbit.com/nvidia.com
Amazon,ML Engineer Intern,"C++, Networking",Mechanical,Bangalore,6.98,https://careers.amazon.com/apply/480,https://logo.clearbit.com/amazon.com
Google,Graduate Engineer Trainee,"Linux, Python, Data Structures",ECE,Mumbai,7.25,https://careers.google.com/apply/481,https://logo.clearbit.com/google.com
Nvidia,AI Research Intern,"Data Structures, Algorithms",CSE,Hyderabad,8.53,https://careers.nvidia.com/apply/482,https://logo.clearbit.com/nvidia.com
Paytm,System Engineer,"Statistics, React, NLP, Docker",ECE,Remote,6.78,https://careers.paytm.com/apply/483,https://logo.clearbit.com/paytm.com
Nvidia,Data Analyst Intern,"React, C++",ECE,Delhi,6.55,https://careers.nvidia.com/apply/484,https://logo.clearbit.com/nvidia.com
Accenture,Frontend Developer Intern,"Node.js, Machine Learning, Algorithms, Linux",CSE,Mumbai,7.81,https://careers.accenture.com/apply/485,https://logo.clearbit.com/accenture.com
Adobe,Software Engineer Intern,"NLP, C++, Machine Learning",Mechanical,Bangalore,7.81,https://careers.adobe.com/apply/486,https://logo.clearbit.com/adobe.com
Flipkart,Data Analyst Intern,"Docker, Data Structures, Statistics, NLP",IT,Hyderabad,7.01,https://careers.flipkart.com/apply/487,https://logo.clearbit.com/flipkart.com
Flipkart,System Engineer,"SQL, Networking, Node.js, Docker",ECE,Bangalore,6.99,https://careers.flipkart.com/apply/488,https://logo.clearbit.com/flipkart.com
Flipkart,AI Research Intern,"Cloud, React",ECE,Bangalore,8.21,https://careers.flipkart.com/apply/489,https://logo.clearbit.com/flipkart.com
Accenture,System Engineer,"NLP, C++, Python, React",Mechanical,Bangalore,8.75,https://careers.accenture.com/apply/490,https://logo.clearbit.com/accenture.com
Microsoft,Data Scientist Intern,"C++, Data Structures",Mechanical,Remote,7.68,https://careers.microsoft.com/apply/491,https://logo.clearbit.com/microsoft.com
Infosys,Graduate Engineer Trainee,"Networking, Statistics, React, NLP",ECE,Bangalore,7.0,https://careers.infosys.com/apply/492,https://logo.clearbit.com/infosys.com
Capgemini,Backend Developer Intern,"Machine Learning, Algorithms",CSE,Remote,7.08,https://careers.capgemini.com/apply/493,https://logo.clearbit.com/capgemini.com
Oracle,System Engineer,"Cloud, Deep Learning, Data Structures",ECE,Remote,8.02,https://careers.oracle.com/apply/494,https://logo.clearbit.com/oracle.com
Accenture,Backend Developer Intern,"SQL, Linux, Python",ECE,Pune,8.84,https://careers.accenture.com/apply/495,https://logo.clearbit.com/accenture.com
Cisco,Data Analyst Intern,"SQL, Cloud",IT,Chennai,7.16,https://careers.cisco.com/apply/496,https://logo.clearbit.com/cisco.com
Capgemini,Software Developer,"Linux, Python, Deep Learning, Docker",CSE,Mumbai,8.35,https://careers.capgemini.com/apply/497,https://logo.clearbit.com/capgemini.com
IBM,AI Research Intern,"Linux, Machine Learning, React",Mechanical,Chennai,6.4,https://careers.ibm.com/apply/498,https://logo.clearbit.com/ibm.com
Nvidia,AI Research Intern,"Statistics, NLP",Mechanical,Pune,6.08,https://careers.nvidia.com/apply/499,https://logo.clearbit.com/nvidia.com
